gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves,note
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,669199,Lake Bachar,Lake,Bachar,84,1995-06-03,30,"6' 2""",219,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,665052,Griffin Conine,Griffin,Conine,18,1997-07-11,28,"6' 1""",210,7,Outfielder,L,Left,R,Right,0-2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,681715,Heriberto Hernández,Heriberto,Hernandez,13,1999-12-16,26,"5' 11""",195,7,Outfielder,R,Right,R,Right,0-2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,664126,Pete Fairbanks,Peter,Fairbanks,29,1993-12-16,32,"6' 6""",235,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,645261,Sandy Alcantara,Sandy,Alcantara,22,1995-09-07,30,"6' 5""",200,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,663969,Tyler Phillips,Tyler,Phillips,30,1997-10-27,28,"6' 5""",225,1,Pitcher,R,Right,R,Right,"3.0 IP, 0 ER, 4 K, BB",,,,,,,,,,,,,,,3.0,0,2,0,4,1,37,0,0,1,"(S, 1)"
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,805300,Jakob Marsee,Jakob,Marsee,87,2001-06-28,24,"6' 0""",180,8,Outfielder,L,Left,L,Left,"0-4 | BB, R, SB",4,0,0,0,0,0,1,0,1,1,0,0,5,0,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,676534,Calvin Faucher,Calvin,Faucher,53,1995-09-22,30,"6' 1""",190,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,676974,Max Meyer,Max,Meyer,23,1999-03-12,27,"6' 0""",196,1,Pitcher,L,Left,R,Right,"5.0 IP, ER, 4 K, 3 BB",,,,,,,,,,,,,,,5.0,1,4,1,4,3,87,1,0,0,"(W, 1-0)"
2026-04-09,823884,9e95a61d-d0d4-44b8-a209-93382f9c1a1c,/api/v1.1/game/823884/feed/live,R,2026,2026-04-09,,day,P,N,N,Regular Season,4,4,1,Final,Final,4169,loanDepot park,146,Miami Marlins,MIA,8,True,113,Cincinnati Reds,CIN,1,False,691594,Javier Sanoja,Javier,Sanoja,8,2002-09-03,23,"5' 7""",150,4,Second Base,R,Right,R,Right,"3-4 | K, 2 RBI",4,3,0,0,0,2,0,1,0,0,0,0,4,3,,,,,,,,,,,
