gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,note,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,687282,Gabriel Rincones Jr.,Gabriel,Rincones,17,2001-03-03,25,"6' 3""",225,9,Outfielder,L,Left,R,Right,0-3 | 2 K,,3,0,0,0,0,0,0,2,0,0,0,0,3,0,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,669016,Brandon Marsh,Brandon,Marsh,16,1997-12-18,28,"6' 2""",215,7,Outfielder,L,Left,R,Right,0-4 | K,,4,0,0,0,0,0,0,1,0,0,0,0,4,0,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,666200,Jesús Luzardo,Jesús,Luzardo,44,1997-09-30,28,"6' 0""",218,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,621237,José Alvarado,José,Alvarado,46,1995-05-21,31,"6' 2""",245,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,702222,Justin Crawford,Justin,Crawford,2,2004-01-13,22,"6' 2""",188,8,Outfielder,L,Left,R,Right,0-3,,3,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,650911,Cristopher Sánchez,Cristopher,Sánchez,61,1996-12-12,29,"6' 6""",200,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,547180,Bryce Harper,Bryce,Harper,3,1992-10-16,33,"6' 1""",210,3,First Base,L,Left,R,Right,"1-3 | 2B, BB, K",,3,1,1,0,0,0,0,1,1,0,0,0,4,2,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,592663,J.T. Realmuto,Jacob,Realmuto,10,1991-03-18,35,"6' 0""",212,2,Catcher,R,Right,R,Right,1-3,,3,1,0,0,0,0,0,0,0,0,0,0,3,1,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,554430,Zack Wheeler,Zachary,Wheeler,45,1990-05-30,36,"6' 4""",195,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,823440,,/api/v1.1/game/823440/feed/live,R,2026,2026-07-16,Moved from 7/17,night,P,N,N,Regular Season,1,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,1,False,121,New York Mets,NYM,4,True,661395,Jhoan Duran,Jhoan,Duran,59,1998-01-08,28,"6' 5""",230,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
