gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,note,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,670764,Taylor Walls,Taylor,Walls,6,1996-07-10,29,"5' 9""",185,6,Shortstop,S,Switch,R,Right,"1-3 | BB, K, 2 R",,3,1,0,0,0,0,2,1,1,0,0,0,4,1,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,663556,Shane McClanahan,Shane,McClanahan,18,1997-04-28,29,"6' 3""",210,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,680700,Richie Palacios,Richard,Palacios,1,1997-05-16,29,"5' 8""",185,4,Second Base,L,Left,R,Right,2-5 | R,,5,2,0,0,0,0,1,0,0,0,0,0,5,2,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,668723,Ryan Vilade,Ryan,Vilade,26,1999-02-18,27,"6' 1""",226,9,Outfielder,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,668984,Casey Legumina,Casey,Legumina,67,1997-06-19,29,"6' 2""",195,1,Pitcher,R,Right,R,Right,"1.1 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,,1.1,0,0,0,0,0,14,0,0,0
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,802415,Chandler Simpson,Chandler,Simpson,14,2000-11-18,25,"5' 11""",170,7,Outfielder,L,Left,R,Right,"1-5 | 2B, RBI",,5,1,1,0,0,1,0,0,0,0,0,0,5,2,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,607259,Nick Martinez,Nicholas,Martinez,28,1990-08-05,35,"6' 1""",200,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,592155,Cam Booser,Cameron,Booser,62,1992-05-04,34,"6' 3""",230,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,676356,Jonny DeLuca,Jonathan,DeLuca,21,1998-07-10,27,"5' 10""",195,9,Outfielder,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,693855,Ian Seymour,Ian,Seymour,61,1998-12-13,27,"6' 0""",215,1,Pitcher,L,Left,L,Left,"6.2 IP, 0 ER, 7 K, BB",,,,,,,,,,,,,,,,6.2,0,0,0,7,1,90,1,0,0
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,642121,Cole Sulser,Cole,Sulser,71,1990-03-12,36,"6' 0""",200,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,675627,Michael Grove,Michael,Grove,,1996-12-18,29,"6' 3""",200,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,664076,Garrett Cleavinger,Garrett,Cleavinger,60,1994-04-23,32,"6' 1""",225,1,Pitcher,R,Right,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,676439,Hunter Feduccia,Hunter,Feduccia,9,1997-06-05,29,"6' 1""",215,2,Catcher,L,Left,R,Right,0-4 | RBI,,4,0,0,0,0,1,0,0,0,0,0,0,4,0,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,687330,Kevin Kelly,Kevin,Kelly,49,1997-11-28,28,"6' 2""",195,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,666018,Jonathan Aranda,Jonathan,Aranda,8,1998-05-23,28,"6' 0""",215,3,First Base,L,Left,R,Right,"3-5 | 2B, RBI, 2 R",,5,3,1,0,0,1,2,0,0,0,0,0,5,4,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,663743,Nick Fortes,Nicholas,Fortes,40,1996-11-11,29,"5' 11""",198,2,Catcher,R,Right,R,Right,"1-1 | RBI, R",,1,1,0,0,0,1,1,0,0,0,0,0,1,1,,,,,,,,,,
2026-06-25,822961,,/api/v1.1/game/822961/feed/live,R,2026,2026-06-25,,day,P,N,N,Regular Season,4,4,1,Final,Final,12,Tropicana Field,139,Tampa Bay Rays,TB,13,True,118,Kansas City Royals,KC,2,False,643377,Griffin Jax,James,Jax,22,1994-11-22,31,"6' 2""",195,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
