gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,note,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,682829,Elly De La Cruz,Elly,De La Cruz,44,2002-01-11,24,"6' 6""",200,6,Shortstop,S,Switch,R,Right,0-4 | 4 K,,4,0,0,0,0,0,0,4,0,0,0,0,4,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,701398,Sal Stewart,Sal,Stewart,27,2003-12-07,22,"6' 1""",224,3,First Base,R,Right,R,Right,"1-4 | 2B, K",,4,1,1,0,0,0,0,1,0,0,0,0,4,2,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,667472,Dane Myers,Dane,Myers,17,1996-03-08,30,"6' 0""",205,8,Outfielder,R,Right,R,Right,"2-4 | HR, K, RBI",,4,2,0,0,1,1,1,1,0,0,0,0,4,5,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,572955,Pierce Johnson,Pierce,Johnson,52,1991-05-10,35,"6' 2""",202,1,Pitcher,R,Right,R,Right,"1.0 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,,1.0,0,1,0,1,0,13,0,0,0
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,682825,Luis Mey,Luis,Mey,47,2001-06-24,25,"6' 5""",235,1,Pitcher,R,Right,R,Right,"2.0 IP, 0 ER, 3 K, BB",,,,,,,,,,,,,,,,2.0,0,1,0,3,1,38,0,0,0
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,641941,Emilio Pagán,Emilio,Pagán,15,1991-05-07,35,"6' 2""",208,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,669911,Michael Toglia,Michael,Toglia,48,1998-08-16,28,"6' 5""",226,3,First Base,S,Switch,L,Left,"0-3 | BB, 2 K",,3,0,0,0,0,0,0,2,1,0,0,0,4,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,682622,Noelvi Marte,Noelvi,Marte,4,2001-10-16,24,"6' 2""",216,9,Outfielder,R,Right,R,Right,0-3 | 2 K,,3,0,0,0,0,0,0,2,0,0,0,0,3,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,622088,Tejay Antone,Tejay,Antone,70,1993-12-05,32,"6' 4""",230,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,663903,Brady Singer,Brady,Singer,51,1996-08-04,30,"6' 5""",215,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,680574,Matt McLain,Matthew,McLain,9,1999-08-06,27,"5' 8""",180,4,Second Base,R,Right,R,Right,0-2 | BB,,2,0,0,0,0,0,0,0,1,0,0,0,3,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,663647,Ke'Bryan Hayes,Ke'Bryan,Hayes,3,1997-01-28,29,"5' 11""",215,5,Third Base,R,Right,R,Right,0-2 | K,,2,0,0,0,0,0,0,1,0,0,0,0,2,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,670770,TJ Friedl,Terry,Friedl,29,1995-08-14,31,"5' 8""",180,8,Outfielder,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,695076,Rhett Lowder,Rhett,Lowder,25,2002-03-08,24,"6' 1""",200,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,624431,Jose Trevino,Jose,Trevino,35,1992-11-28,33,"5' 9""",215,2,Catcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,663886,Tyler Stephenson,Tyler,Stephenson,37,1996-08-16,30,"6' 3""",225,2,Catcher,R,Right,R,Right,"0-3 | BB, 2 K",,3,0,0,0,0,0,0,2,1,0,0,0,4,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,553993,Eugenio Suárez,Eugenio,Suárez,28,1991-07-18,35,"5' 11""",213,10,Designated Hitter,R,Right,R,Right,0-4 | 2 K,,4,0,0,0,0,0,0,2,0,0,0,0,4,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,685112,Zach McCambley,Zachary,McCambley,62,1999-05-04,27,"6' 2""",225,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,666157,Nick Lodolo,Nicholas,Lodolo,40,1998-02-05,28,"6' 6""",216,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,594580,Sam Moll,Samuel,Moll,50,1992-01-03,34,"5' 9""",190,1,Pitcher,L,Left,L,Left,"1.0 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,,1.0,0,0,0,1,0,16,0,0,0
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,668709,JJ Bleday,Jeffrey,Bleday,22,1997-11-10,28,"6' 2""",205,7,Outfielder,L,Left,L,Left,0-1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,592288,Kent Emanuel,Kent,Emanuel,67,1992-06-04,34,"6' 4""",225,1,Pitcher,L,Left,L,Left,"5.0 IP, 2 ER, 4 K, 3 BB",,,,,,,,,,,,,,,,5.0,2,5,0,4,3,96,0,1,0
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,656271,Brock Burke,Brock,Burke,49,1996-08-04,30,"6' 4""",210,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,670062,Julian Garcia,Julian,Garcia,57,1995-05-13,31,"6' 3""",206,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,671096,Andrew Abbott,Andrew,Abbott,41,1999-06-01,27,"6' 0""",192,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,699302,Héctor Rodríguez,Héctor,Rodríguez,43,2004-03-11,22,"5' 10""",200,9,Outfielder,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,695505,Chase Burns,Chase,Burns,26,2003-01-16,23,"6' 3""",210,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,700241,Michael McGreevy,Michael,McGreevy,36,2000-07-08,26,"6' 4""",220,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,691023,Jordan Walker,Jordan,Walker,18,2002-05-22,24,"6' 6""",250,9,Outfielder,R,Right,R,Right,"2-4 | 2B, K",,4,2,1,0,0,0,0,1,0,0,0,0,4,3,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,663494,Bryan Torres,Bryan,Torres,39,1997-07-02,29,"5' 7""",165,7,Outfielder,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,701675,Nathan Church,Nathan,Church,27,2000-07-12,26,"5' 10""",180,8,Outfielder,L,Left,L,Left,0-0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,681517,Kyle Leahy,Kyle,Leahy,62,1997-06-04,29,"6' 5""",225,1,Pitcher,S,Switch,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,665877,José Fermín,José,Fermín,15,1999-03-29,27,"5' 10""",198,7,Outfielder,R,Right,R,Right,0-3,,3,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,700669,Gordon Graceffo,Gordon,Graceffo,44,2000-03-17,26,"6' 4""",220,1,Pitcher,R,Right,R,Right,"1.0 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,,1.0,0,0,0,1,0,8,0,0,0
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,802139,JJ Wetherholt,Jonathan,Wetherholt,26,2002-09-10,23,"5' 9""",190,4,Second Base,L,Left,R,Right,0-2,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,690928,Hunter Dobbins,Hunter,Dobbins,40,1999-08-30,26,"6' 2""",185,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,657571,Caleb Ferguson,Caleb,Ferguson,54,1996-07-02,30,"6' 3""",225,1,Pitcher,R,Right,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,677865,Justin Bruihl,Justin,Bruihl,47,1997-06-26,29,"6' 2""",215,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,691458,Blaze Jordan,Blaze,Jordan,33,2002-12-19,23,"6' 1""",220,5,Third Base,R,Right,R,Right,"1-3 | 3B, BB, K",,3,1,0,1,0,0,0,1,1,0,0,0,4,3,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,676475,Alec Burleson,Alec,Burleson,41,1998-11-25,27,"6' 0""",225,3,First Base,L,Left,L,Left,"2-4 | 2B, K, 2 RBI",,4,2,1,0,0,2,0,1,0,0,0,0,4,3,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,676617,Riley O'Brien,Riley,O'Brien,61,1995-02-06,31,"6' 4""",180,1,Pitcher,R,Right,R,Right,"1.0 IP, 0 ER, 3 K, 0 BB",,,,,,,,,,,,,,,,1.0,0,0,0,3,0,14,0,0,1
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,669467,Andre Pallante,Neil,Pallante,53,1998-09-18,27,"6' 0""",215,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,666277,George Soriano,George,Soriano,65,1999-03-24,27,"6' 2""",210,1,Pitcher,R,Right,R,Right,"1.0 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,,1.0,0,0,0,1,0,12,0,0,0
2026-08-17,824514,,/api/v1.1/game/824514/feed/live,R,2026,2026-08-17,Makeup of 5/24 PPD,day,P,S,N,Regular Season,1,5,1,Final,Final,2602,Great American Ball Park,113,Cincinnati Reds,CIN,1,False,138,St. Louis Cardinals,STL,2,True,687273,Quinn Mathews,Quinn,Mathews,60,2000-10-04,25,"6' 5""",188,1,Pitcher,L,Left,L,Left,"4.0 IP, ER, 7 K, 3 BB",,,,,,,,,,,,,,,,4.0,1,2,1,7,3,95,0,0,0
