gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,note,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,689266,Dylan Dodd,Dylan,Dodd,46,1998-06-06,28,"6' 2""",210,1,Pitcher,L,Left,L,Left,"1.0 IP, 0 ER, K, 0 BB",,,,,,,,,,,,,,,,1.0,0,0,0,1,0,15,0,0,0
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,669276,Dylan Lee,Dylan,Lee,52,1994-08-01,31,"6' 3""",214,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,671739,Michael Harris II,Michael,Harris,23,2001-03-07,25,"5' 11""",195,8,Outfielder,L,Left,L,Left,"2-4 | HR, K, RBI",,4,2,0,0,1,1,2,1,0,0,0,0,4,5,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,663698,Joey Bart,Joseph,Bart,16,1996-12-15,29,"6' 2""",242,2,Catcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,682989,Victor Mederos,Victor,Mederos,58,2001-06-08,25,"6' 2""",222,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,622761,Jorge Mateo,Jorge,Mateo,2,1995-06-23,31,"6' 0""",200,6,Shortstop,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,643289,Mauricio Dubón,Mauricio,Dubón,14,1994-07-19,32,"5' 11""",173,7,Outfielder,R,Right,R,Right,1-3 | R,,3,1,0,0,0,0,1,0,0,0,0,0,4,1,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,800311,Didier Fuentes,Didier,Fuentes,72,2005-06-17,21,"6' 0""",170,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,676551,Brewer Hicklen,Charles,Hicklen,53,1996-02-09,30,"6' 2""",215,9,Outfielder,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,824893,,/api/v1.1/game/824893/feed/live,R,2026,2026-07-23,,day,P,N,N,Regular Season,4,4,1,Final,Final,4705,Truist Park,144,Atlanta Braves,ATL,6,True,135,San Diego Padres,SD,5,False,686948,Drake Baldwin,Drake,Baldwin,30,2001-03-28,25,"6' 0""",225,2,Catcher,L,Left,R,Right,"1-4 | HR, RBI, R",,4,1,0,0,1,1,1,0,0,0,0,0,4,4,,,,,,,,,,
