gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves,note
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,695600,Carter Jensen,Carter,Jensen,22,2003-07-03,22,"6' 0""",210,2,Catcher,L,Left,R,Right,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,666142,Cole Ragans,Cole,Ragans,55,1997-12-12,28,"6' 4""",190,1,Pitcher,L,Left,L,Left,"6.0 IP, 0 ER, 8 K, BB",,,,,,,,,,,,,,,6.0,0,4,0,8,1,89,0,1,0,"(L, 0-2)"
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,686475,Tyler Tolbert,Tyler,Tolbert,2,1998-01-27,28,"5' 10""",185,4,Second Base,R,Right,R,Right,0-0 | SB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,663697,Jonathan India,Jonathan,India,6,1996-12-15,29,"5' 10""",200,4,Second Base,R,Right,R,Right,0-4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,686555,Isaac Collins,Isaac,Collins,1,1997-07-22,28,"5' 8""",188,7,Outfielder,S,Switch,R,Right,"1-3 | BB, K",3,1,0,0,0,0,0,1,1,0,0,0,4,1,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,521692,Salvador Perez,Salvador,Perez,13,1990-05-10,35,"6' 2""",255,2,Catcher,R,Right,R,Right,1-4,4,1,0,0,0,0,0,0,0,0,0,0,4,1,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,679845,Nick Loftin,Nicholas,Loftin,12,1998-09-25,27,"5' 11""",180,7,Outfielder,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,668674,Lucas Erceg,Lucas,Erceg,60,1995-05-01,30,"6' 2""",214,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,663460,Kris Bubic,Kristofer,Bubic,50,1997-08-19,28,"6' 3""",220,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,824133,57cf2ecd-ee1d-4001-9dac-01c4393d86aa,/api/v1.1/game/824133/feed/live,R,2026,2026-04-02,,day,P,N,N,Regular Season,3,3,1,Final,Final,7,Kauffman Stadium,118,Kansas City Royals,KC,1,False,142,Minnesota Twins,MIN,5,True,516782,Starling Marte,Starling,Marte,0,1988-10-09,37,"6' 0""",195,7,Outfielder,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
