gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves,note
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,669477,Casey Schmitt,Casey,Schmitt,10,1999-03-01,27,"6' 0""",215,5,Third Base,R,Right,R,Right,0-3 | K,3,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,664141,JT Brubaker,Jonathan,Brubaker,34,1993-11-17,32,"6' 4""",197,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,666464,Jerar Encarnacion,Jerar,Encarnacion,19,1997-10-22,28,"6' 4""",265,9,Outfielder,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,671218,Heliot Ramos,Heliot,Ramos,17,1999-09-07,26,"5' 11""",235,7,Outfielder,R,Right,R,Right,"1-3 | 2B, 2 K",3,1,1,0,0,0,0,2,0,0,0,0,3,2,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,641816,Tyler Mahle,Tyler,Mahle,54,1994-09-29,31,"6' 3""",212,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,657277,Logan Webb,Logan,Webb,62,1996-11-18,29,"6' 2""",221,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,676254,Ryan Walker,Ryan,Walker,74,1995-11-26,30,"6' 2""",215,1,Pitcher,R,Right,R,Right,"0.1 IP, 0 ER, K, BB",,,,,,,,,,,,,,,0.1,0,1,0,1,1,12,0,0,0,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,676130,José Buttó,José,Buttó,70,1998-03-19,28,"6' 0""",208,1,Pitcher,R,Right,R,Right,"0.2 IP, ER, 2 K, 0 BB",,,,,,,,,,,,,,,0.2,1,2,1,2,0,17,0,0,0,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,676775,Keaton Winn,Keaton,Winn,67,1998-02-20,28,"6' 4""",230,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,656305,Matt Chapman,Matt,Chapman,26,1993-04-28,32,"6' 1""",220,5,Third Base,R,Right,R,Right,"0-2 | 2 BB, K",2,0,0,0,0,0,0,1,2,0,0,0,4,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,672275,Patrick Bailey,Patrick,Bailey,14,1999-05-29,26,"6' 0""",223,2,Catcher,S,Switch,R,Right,0-3 | K,3,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,668873,Caleb Kilian,Caleb,Kilian,45,1997-06-02,28,"6' 4""",206,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,621366,Ryan Borucki,Ryan,Borucki,47,1994-03-31,32,"6' 4""",210,1,Pitcher,L,Left,L,Left,"0.2 IP, 0 ER, 0 K, BB",,,,,,,,,,,,,,,0.2,0,0,0,0,1,12,0,0,0,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,808982,Jung Hoo Lee,Jung Hoo,Lee,51,1998-08-20,27,"6' 0""",196,8,Outfielder,L,Left,R,Right,0-3 | K,3,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,646240,Rafael Devers,Rafael,Devers,16,1996-10-24,29,"6' 0""",235,10,Designated Hitter,L,Left,R,Right,0-4 | 3 K,4,0,0,0,0,0,0,3,0,0,0,0,4,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,666931,Jared Oliva,Jared,Oliva,56,1995-11-27,30,"6' 2""",202,O,Outfield,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,664056,Harrison Bader,Harrison,Bader,9,1994-06-03,31,"5' 11""",219,7,Outfielder,R,Right,R,Right,0-3 | K,3,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,683766,Christian Koss,Christian,Koss,50,1998-01-27,28,"6' 1""",185,4,Second Base,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,605288,Adrian Houser,Adrian,Houser,12,1993-02-02,33,"6' 4""",227,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,642715,Willy Adames,Willy,Adames,2,1995-09-02,30,"6' 0""",216,6,Shortstop,R,Right,R,Right,0-3 | 3 K,3,0,0,0,0,0,0,3,0,0,0,0,3,0,,,,,,,,,,,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,592662,Robbie Ray,Robert,Ray,38,1991-10-01,34,"6' 2""",220,1,Pitcher,L,Left,L,Left,"5.1 IP, 2 ER, 4 K, 0 BB",,,,,,,,,,,,,,,5.1,2,5,1,4,0,89,0,1,0,"(L, 0-1)"
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,669062,Erik Miller,Erik,Miller,68,1998-02-13,28,"6' 5""",269,1,Pitcher,L,Left,L,Left,"1.0 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,0,0,0,0,0,10,0,0,0,
2026-03-27,823243,abcaf573-e5be-4a60-bb2a-3eee31ced40a,/api/v1.1/game/823243/feed/live,R,2026,2026-03-27,,day,P,N,N,Regular Season,2,3,1,Final,Final,2395,Oracle Park,137,San Francisco Giants,SF,0,False,147,New York Yankees,NYY,3,True,694738,Landen Roupp,Landen,Roupp,65,1998-09-10,27,"6' 2""",220,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
